,Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
2297,0.8,1.2,1500.0,-1
2298,0.8,1.2,2000.0,-1
2299,1.0,1.2,100.0,-1
2300,1.0,1.2,300.0,-1
2301,1.0,1.2,500.0,-1
2302,1.0,1.2,600.0,-1
2303,1.0,1.2,800.0,-1
2304,1.0,1.2,900.0,-1
2305,1.0,1.2,1000.0,-1
2306,1.0,1.2,1100.0,-1
2307,1.0,1.2,1200.0,-1
2308,1.0,1.2,1500.0,-1
2309,1.0,1.2,2000.0,-1
2310,1.2,1.2,100.0,-1
2311,1.2,1.2,300.0,-1
2312,1.2,1.2,500.0,-1
2313,1.2,1.2,600.0,-1
2314,1.2,1.2,800.0,-1
2315,1.2,1.2,900.0,-1
2316,1.2,1.2,1000.0,-1
2317,1.2,1.2,1100.0,-1
2318,1.2,1.2,1200.0,-1
2319,1.2,1.2,1500.0,-1
2320,1.2,1.2,2000.0,-1
2321,1.6,1.2,100.0,-1
2322,1.6,1.2,300.0,-1
2323,1.6,1.2,500.0,-1
2324,1.6,1.2,600.0,-1
2325,1.6,1.2,800.0,-1
2326,1.6,1.2,900.0,-1
2327,1.6,1.2,1000.0,-1
2328,1.6,1.2,1100.0,-1
2329,1.6,1.2,1200.0,-1
2330,1.6,1.2,1500.0,-1
2331,1.6,1.2,2000.0,-1
2332,2.0,1.2,100.0,-1
2333,2.0,1.2,300.0,-1
2334,2.0,1.2,500.0,-1
2335,2.0,1.2,600.0,-1
2336,2.0,1.2,800.0,-1
2337,2.0,1.2,900.0,-1
2338,2.0,1.2,1000.0,-1
2339,2.0,1.2,1100.0,-1
2340,2.0,1.2,1200.0,-1
2341,2.0,1.2,1500.0,-1
2342,2.0,1.2,2000.0,-1
2343,2.4,1.2,100.0,-1
2344,2.4,1.2,300.0,-1
2345,2.4,1.2,500.0,-1
2346,2.4,1.2,600.0,-1
2347,2.4,1.2,800.0,-1
2348,2.4,1.2,900.0,-1
2349,2.4,1.2,1000.0,1
2350,2.4,1.2,1100.0,-1
2351,2.4,1.2,1200.0,-1
2352,2.4,1.2,1500.0,-1
2353,2.4,1.2,2000.0,-1
2354,2.8,1.2,100.0,-1
2355,2.8,1.2,300.0,-1
2356,2.8,1.2,500.0,-1
2357,2.8,1.2,600.0,-1
2358,2.8,1.2,800.0,-1
2359,2.8,1.2,900.0,-1
2360,2.8,1.2,1000.0,-1
2361,2.8,1.2,1100.0,-1
2362,2.8,1.2,1200.0,-1
2363,2.8,1.2,1500.0,-1
2364,2.8,1.2,2000.0,-1
2365,3.2,1.2,100.0,-1
2366,3.2,1.2,300.0,-1
2367,3.2,1.2,500.0,-1
2368,3.2,1.2,600.0,-1
2369,3.2,1.2,800.0,-1
2370,3.2,1.2,900.0,-1
2371,3.2,1.2,1000.0,-1
2372,3.2,1.2,1100.0,-1
2373,3.2,1.2,1200.0,-1
2374,3.2,1.2,1500.0,-1
2375,3.2,1.2,2000.0,-1
2376,3.6,1.2,100.0,-1
2377,3.6,1.2,300.0,-1
2378,3.6,1.2,500.0,-1
2379,3.6,1.2,600.0,-1
2380,3.6,1.2,800.0,-1
2381,3.6,1.2,900.0,-1
2382,3.6,1.2,1000.0,-1
2383,3.6,1.2,1100.0,-1
2384,3.6,1.2,1200.0,-1
2385,3.6,1.2,1500.0,-1
2386,3.6,1.2,2000.0,-1
2387,4.0,1.2,100.0,-1
2388,4.0,1.2,300.0,-1
2389,4.0,1.2,500.0,-1
2390,4.0,1.2,600.0,-1
2391,4.0,1.2,800.0,-1
2392,4.0,1.2,900.0,-1
2393,4.0,1.2,1000.0,-1
2394,4.0,1.2,1100.0,-1
2395,4.0,1.2,1200.0,-1
2396,4.0,1.2,1500.0,-1
2397,4.0,1.2,2000.0,-1
2398,4.4,1.2,100.0,-1
2399,4.4,1.2,300.0,-1
2400,4.4,1.2,500.0,-1
2401,4.4,1.2,600.0,-1
2402,4.4,1.2,800.0,-1
2403,4.4,1.2,900.0,-1
2404,4.4,1.2,1000.0,-1
2405,4.4,1.2,1100.0,-1
2406,4.4,1.2,1200.0,-1
2407,4.4,1.2,1500.0,-1
2408,4.4,1.2,2000.0,-1
2409,4.8,1.2,100.0,-1
2410,4.8,1.2,300.0,-1
2411,4.8,1.2,500.0,-1
2412,4.8,1.2,600.0,-1
2413,4.8,1.2,800.0,-1
2414,4.8,1.2,900.0,-1
2415,4.8,1.2,1000.0,-1
2416,4.8,1.2,1100.0,-1
2417,4.8,1.2,1200.0,-1
2418,4.8,1.2,1500.0,-1
2419,4.8,1.2,2000.0,-1
2420,5.2,1.2,100.0,-1
2421,5.2,1.2,300.0,-1
2422,5.2,1.2,500.0,-1
2423,5.2,1.2,600.0,-1
2424,5.2,1.2,800.0,-1
2425,5.2,1.2,900.0,-1
2426,5.2,1.2,1000.0,-1
2427,5.2,1.2,1100.0,-1
2428,5.2,1.2,1200.0,-1
2429,5.2,1.2,1500.0,-1
2430,5.2,1.2,2000.0,-1
2431,5.6,1.2,100.0,-1
2432,5.6,1.2,300.0,-1
2433,5.6,1.2,500.0,-1
2434,5.6,1.2,600.0,-1
2435,5.6,1.2,800.0,-1
2436,5.6,1.2,900.0,-1
2437,5.6,1.2,1000.0,-1
2438,5.6,1.2,1100.0,-1
2439,5.6,1.2,1200.0,-1
2440,5.6,1.2,1500.0,-1
2441,5.6,1.2,2000.0,-1
2442,6.0,1.2,100.0,-1
2443,6.0,1.2,300.0,-1
2444,6.0,1.2,500.0,-1
2445,6.0,1.2,600.0,-1
2446,6.0,1.2,800.0,-1
2447,6.0,1.2,900.0,-1
2448,6.0,1.2,1000.0,-1
2449,6.0,1.2,1100.0,-1
2450,6.0,1.2,1200.0,-1
2451,6.0,1.2,1500.0,-1
2452,6.0,1.2,2000.0,-1
2453,6.4,1.2,100.0,-1
2454,6.4,1.2,300.0,-1
2455,6.4,1.2,500.0,-1
2456,6.4,1.2,600.0,-1
2457,6.4,1.2,800.0,-1
2458,6.4,1.2,900.0,-1
2459,6.4,1.2,1000.0,-1
2460,6.4,1.2,1100.0,-1
2461,6.4,1.2,1200.0,-1
2462,6.4,1.2,1500.0,-1
2463,6.4,1.2,2000.0,-1
2464,6.8,1.2,100.0,-1
2465,6.8,1.2,300.0,-1
2466,6.8,1.2,500.0,-1
2467,6.8,1.2,600.0,-1
2468,6.8,1.2,800.0,-1
2469,6.8,1.2,900.0,-1
2470,6.8,1.2,1000.0,-1
2471,6.8,1.2,1100.0,-1
2472,6.8,1.2,1200.0,-1
2473,6.8,1.2,1500.0,-1
2474,6.8,1.2,2000.0,-1
2475,7.2,1.2,100.0,-1
2476,7.2,1.2,300.0,-1
2477,7.2,1.2,500.0,-1
2478,7.2,1.2,600.0,-1
2479,7.2,1.2,800.0,-1
2480,7.2,1.2,900.0,-1
2481,7.2,1.2,1000.0,-1
2482,7.2,1.2,1100.0,-1
2483,7.2,1.2,1200.0,-1
2484,7.2,1.2,1500.0,-1
2485,7.2,1.2,2000.0,-1
2486,7.6,1.2,100.0,-1
2487,7.6,1.2,300.0,-1
2488,7.6,1.2,500.0,-1
2489,7.6,1.2,600.0,-1
2490,7.6,1.2,800.0,-1
2491,7.6,1.2,900.0,-1
2492,7.6,1.2,1000.0,-1
2493,7.6,1.2,1100.0,-1
2494,7.6,1.2,1200.0,-1
2495,7.6,1.2,1500.0,-1
2496,7.6,1.2,2000.0,-1
2497,0.0625,1.6,100.0,-1
2498,0.0625,1.6,300.0,-1
2499,0.0625,1.6,500.0,-1
2500,0.0625,1.6,600.0,-1
2501,0.0625,1.6,800.0,-1
2502,0.0625,1.6,900.0,0
2503,0.0625,1.6,1000.0,-1
2504,0.0625,1.6,1100.0,-1
2505,0.0625,1.6,1200.0,-1
2506,0.0625,1.6,1500.0,-1
2507,0.0625,1.6,2000.0,-1
2508,0.125,1.6,100.0,-1
2509,0.125,1.6,300.0,-1
2510,0.125,1.6,500.0,-1
2511,0.125,1.6,600.0,-1
2512,0.125,1.6,800.0,-1
2513,0.125,1.6,900.0,-1
2514,0.125,1.6,1000.0,-1
2515,0.125,1.6,1100.0,-1
2516,0.125,1.6,1200.0,-1
2517,0.125,1.6,1500.0,-1
2518,0.125,1.6,2000.0,-1
2519,0.25,1.6,100.0,-1
2520,0.25,1.6,300.0,-1
2521,0.25,1.6,500.0,-1
2522,0.25,1.6,600.0,-1
2523,0.25,1.6,800.0,-1
2524,0.25,1.6,900.0,-1
2525,0.25,1.6,1000.0,-1
2526,0.25,1.6,1100.0,-1
2527,0.25,1.6,1200.0,-1
2528,0.25,1.6,1500.0,-1
2529,0.25,1.6,2000.0,-1
2530,0.3,1.6,100.0,-1
2531,0.3,1.6,300.0,-1
2532,0.3,1.6,500.0,-1
2533,0.3,1.6,600.0,-1
2534,0.3,1.6,800.0,-1
2535,0.3,1.6,900.0,-1
2536,0.3,1.6,1000.0,-1
2537,0.3,1.6,1100.0,-1
2538,0.3,1.6,1200.0,-1
2539,0.3,1.6,1500.0,-1
2540,0.3,1.6,2000.0,-1
2541,0.5,1.6,100.0,-1
2542,0.5,1.6,300.0,-1
2543,0.5,1.6,500.0,-1
2544,0.5,1.6,600.0,-1
2545,0.5,1.6,800.0,-1
2546,0.5,1.6,900.0,-1
2547,0.5,1.6,1000.0,-1
2548,0.5,1.6,1100.0,-1
2549,0.5,1.6,1200.0,-1
2550,0.5,1.6,1500.0,-1
2551,0.5,1.6,2000.0,-1
2552,0.6,1.6,100.0,-1
2553,0.6,1.6,300.0,-1
2554,0.6,1.6,500.0,-1
2555,0.6,1.6,600.0,-1
2556,0.6,1.6,800.0,-1
2557,0.6,1.6,900.0,-1
2558,0.6,1.6,1000.0,-1
2559,0.6,1.6,1100.0,-1
2560,0.6,1.6,1200.0,-1
2561,0.6,1.6,1500.0,-1
2562,0.6,1.6,2000.0,-1
2563,0.8,1.6,100.0,-1
2564,0.8,1.6,300.0,-1
2565,0.8,1.6,500.0,-1
2566,0.8,1.6,600.0,-1
2567,0.8,1.6,800.0,-1
2568,0.8,1.6,900.0,-1
2569,0.8,1.6,1000.0,-1
2570,0.8,1.6,1100.0,-1
2571,0.8,1.6,1200.0,-1
2572,0.8,1.6,1500.0,-1
2573,0.8,1.6,2000.0,-1
2574,1.0,1.6,100.0,-1
2575,1.0,1.6,300.0,-1
2576,1.0,1.6,500.0,-1
2577,1.0,1.6,600.0,-1
2578,1.0,1.6,800.0,-1
2579,1.0,1.6,900.0,-1
2580,1.0,1.6,1000.0,-1
2581,1.0,1.6,1100.0,-1
2582,1.0,1.6,1200.0,-1
2583,1.0,1.6,1500.0,-1
2584,1.0,1.6,2000.0,-1
2585,1.2,1.6,100.0,-1
2586,1.2,1.6,300.0,-1
2587,1.2,1.6,500.0,-1
2588,1.2,1.6,600.0,-1
2589,1.2,1.6,800.0,-1
2590,1.2,1.6,900.0,-1
2591,1.2,1.6,1000.0,-1
2592,1.2,1.6,1100.0,-1
2593,1.2,1.6,1200.0,-1
2594,1.2,1.6,1500.0,-1
2595,1.2,1.6,2000.0,-1
2596,1.6,1.6,100.0,-1
2597,1.6,1.6,300.0,-1
2598,1.6,1.6,500.0,-1
2599,1.6,1.6,600.0,-1
2600,1.6,1.6,800.0,-1
2601,1.6,1.6,900.0,-1
2602,1.6,1.6,1000.0,-1
2603,1.6,1.6,1100.0,-1
2604,1.6,1.6,1200.0,-1
2605,1.6,1.6,1500.0,-1
2606,1.6,1.6,2000.0,-1
2607,2.0,1.6,100.0,-1
2608,2.0,1.6,300.0,-1
2609,2.0,1.6,500.0,-1
2610,2.0,1.6,600.0,-1
2611,2.0,1.6,800.0,-1
2612,2.0,1.6,900.0,-1
2613,2.0,1.6,1000.0,-1
2614,2.0,1.6,1100.0,-1
2615,2.0,1.6,1200.0,-1
2616,2.0,1.6,1500.0,-1
2617,2.0,1.6,2000.0,-1
2618,2.4,1.6,500.0,-1
2619,2.4,1.6,800.0,-1
2620,2.4,1.6,900.0,-1
2621,2.4,1.6,1100.0,-1
2622,2.4,1.6,1200.0,-1
2623,2.4,1.6,1500.0,-1
2624,2.4,1.6,2000.0,-1
2625,2.8,1.6,100.0,-1
2626,2.8,1.6,300.0,-1
2627,2.8,1.6,500.0,-1
2628,2.8,1.6,600.0,-1
2629,2.8,1.6,800.0,-1
2630,2.8,1.6,900.0,-1
2631,2.8,1.6,1000.0,-1
2632,2.8,1.6,1100.0,-1
2633,2.8,1.6,1200.0,-1
2634,2.8,1.6,1500.0,-1
2635,2.8,1.6,2000.0,-1
2636,3.2,1.6,100.0,-1
2637,3.2,1.6,300.0,-1
2638,3.2,1.6,500.0,-1
2639,3.2,1.6,600.0,-1
2640,3.2,1.6,800.0,-1
2641,3.2,1.6,900.0,-1
2642,3.2,1.6,1000.0,-1
2643,3.2,1.6,1100.0,-1
2644,3.2,1.6,1200.0,-1
2645,3.2,1.6,1500.0,-1
2646,3.2,1.6,2000.0,-1
2647,3.6,1.6,100.0,-1
2648,3.6,1.6,300.0,-1
2649,3.6,1.6,500.0,-1
2650,3.6,1.6,600.0,-1
2651,3.6,1.6,800.0,-1
2652,3.6,1.6,900.0,-1
2653,3.6,1.6,1000.0,-1
2654,3.6,1.6,1100.0,1
2655,3.6,1.6,1200.0,-1
2656,3.6,1.6,1500.0,-1
2657,3.6,1.6,2000.0,-1
2658,4.0,1.6,100.0,-1
2659,4.0,1.6,300.0,-1
2660,4.0,1.6,500.0,-1
2661,4.0,1.6,600.0,-1
2662,4.0,1.6,800.0,-1
2663,4.0,1.6,900.0,-1
2664,4.0,1.6,1000.0,-1
2665,4.0,1.6,1100.0,-1
2666,4.0,1.6,1200.0,-1
2667,4.0,1.6,1500.0,-1
2668,4.0,1.6,2000.0,-1
2669,4.4,1.6,100.0,-1
2670,4.4,1.6,300.0,-1
2671,4.4,1.6,500.0,-1
2672,4.4,1.6,600.0,-1
2673,4.4,1.6,800.0,-1
2674,4.4,1.6,900.0,-1
2675,4.4,1.6,1000.0,-1
2676,4.4,1.6,1100.0,-1
2677,4.4,1.6,1200.0,-1
2678,4.4,1.6,1500.0,-1
2679,4.4,1.6,2000.0,-1
2680,4.8,1.6,100.0,-1
2681,4.8,1.6,300.0,-1
2682,4.8,1.6,500.0,-1
2683,4.8,1.6,600.0,-1
2684,4.8,1.6,800.0,-1
2685,4.8,1.6,900.0,-1
2686,4.8,1.6,1000.0,1
2687,4.8,1.6,1100.0,-1
2688,4.8,1.6,1200.0,-1
2689,4.8,1.6,1500.0,-1
2690,4.8,1.6,2000.0,-1
2691,5.2,1.6,100.0,-1
2692,5.2,1.6,300.0,-1
2693,5.2,1.6,500.0,-1
2694,5.2,1.6,600.0,-1
2695,5.2,1.6,800.0,-1
2696,5.2,1.6,900.0,-1
2697,5.2,1.6,1000.0,-1
2698,5.2,1.6,1100.0,-1
2699,5.2,1.6,1200.0,-1
2700,5.2,1.6,1500.0,-1
2701,5.2,1.6,2000.0,-1
2702,5.6,1.6,100.0,-1
2703,5.6,1.6,300.0,-1
2704,5.6,1.6,500.0,-1
2705,5.6,1.6,600.0,-1
2706,5.6,1.6,800.0,-1
2707,5.6,1.6,900.0,-1
2708,5.6,1.6,1000.0,-1
2709,5.6,1.6,1100.0,0
2710,5.6,1.6,1200.0,0
2711,5.6,1.6,1500.0,-1
2712,5.6,1.6,2000.0,-1
2713,6.0,1.6,100.0,-1
2714,6.0,1.6,300.0,-1
2715,6.0,1.6,500.0,-1
2716,6.0,1.6,600.0,-1
2717,6.0,1.6,800.0,-1
2718,6.0,1.6,900.0,-1
2719,6.0,1.6,1000.0,-1
2720,6.0,1.6,1100.0,-1
2721,6.0,1.6,1200.0,-1
2722,6.0,1.6,1500.0,-1
2723,6.0,1.6,2000.0,-1
2724,6.4,1.6,100.0,-1
2725,6.4,1.6,300.0,-1
2726,6.4,1.6,500.0,-1
2727,6.4,1.6,600.0,-1
2728,6.4,1.6,800.0,-1
2729,6.4,1.6,900.0,-1
2730,6.4,1.6,1000.0,-1
2731,6.4,1.6,1100.0,-1
2732,6.4,1.6,1200.0,-1
2733,6.4,1.6,1500.0,-1
2734,6.4,1.6,2000.0,-1
2735,6.8,1.6,100.0,-1
2736,6.8,1.6,300.0,-1
2737,6.8,1.6,500.0,-1
2738,6.8,1.6,600.0,-1
2739,6.8,1.6,800.0,-1
2740,6.8,1.6,900.0,-1
2741,6.8,1.6,1000.0,-1
2742,6.8,1.6,1100.0,-1
2743,6.8,1.6,1200.0,-1
2744,6.8,1.6,1500.0,-1
2745,6.8,1.6,2000.0,-1
2746,7.2,1.6,100.0,-1
2747,7.2,1.6,300.0,-1
2748,7.2,1.6,500.0,-1
2749,7.2,1.6,600.0,-1
2750,7.2,1.6,800.0,-1
2751,7.2,1.6,900.0,-1
2752,7.2,1.6,1000.0,-1
2753,7.2,1.6,1100.0,-1
2754,7.2,1.6,1200.0,-1
2755,7.2,1.6,1500.0,-1
2756,7.2,1.6,2000.0,-1
2757,7.6,1.6,100.0,-1
2758,7.6,1.6,300.0,-1
2759,7.6,1.6,500.0,-1
2760,7.6,1.6,600.0,-1
2761,7.6,1.6,800.0,-1
2762,7.6,1.6,900.0,-1
2763,7.6,1.6,1000.0,-1
2764,7.6,1.6,1100.0,-1
2765,7.6,1.6,1200.0,-1
2766,7.6,1.6,1500.0,-1
2767,7.6,1.6,2000.0,-1
2768,0.0625,2.0,100.0,-1
2769,0.0625,2.0,300.0,-1
2770,0.0625,2.0,500.0,-1
2771,0.0625,2.0,600.0,-1
2772,0.0625,2.0,800.0,-1
2773,0.0625,2.0,900.0,-1
2774,0.0625,2.0,1000.0,-1
2775,0.0625,2.0,1100.0,-1
2776,0.0625,2.0,1200.0,-1
2777,0.0625,2.0,1500.0,-1
2778,0.0625,2.0,2000.0,-1
2779,0.125,2.0,100.0,-1
2780,0.125,2.0,300.0,-1
2781,0.125,2.0,500.0,-1
2782,0.125,2.0,600.0,-1
2783,0.125,2.0,800.0,-1
2784,0.125,2.0,900.0,-1
2785,0.125,2.0,1000.0,-1
2786,0.125,2.0,1100.0,-1
2787,0.125,2.0,1200.0,-1
2788,0.125,2.0,1500.0,-1
2789,0.125,2.0,2000.0,-1
2790,0.25,2.0,100.0,-1
2791,0.25,2.0,300.0,-1
2792,0.25,2.0,500.0,-1
2793,0.25,2.0,600.0,-1
2794,0.25,2.0,800.0,-1
2795,0.25,2.0,900.0,-1
2796,0.25,2.0,1000.0,-1
2797,0.25,2.0,1100.0,-1
2798,0.25,2.0,1200.0,-1
2799,0.25,2.0,1500.0,-1
2800,0.25,2.0,2000.0,-1
2801,0.3,2.0,100.0,-1
2802,0.3,2.0,300.0,-1
2803,0.3,2.0,500.0,-1
2804,0.3,2.0,600.0,-1
2805,0.3,2.0,800.0,-1
2806,0.3,2.0,900.0,-1
2807,0.3,2.0,1000.0,-1
2808,0.3,2.0,1100.0,-1
2809,0.3,2.0,1200.0,-1
2810,0.3,2.0,1500.0,-1
2811,0.3,2.0,2000.0,-1
2812,0.5,2.0,100.0,-1
2813,0.5,2.0,300.0,-1
2814,0.5,2.0,500.0,-1
2815,0.5,2.0,600.0,-1
2816,0.5,2.0,800.0,-1
2817,0.5,2.0,900.0,-1
2818,0.5,2.0,1000.0,-1
2819,0.5,2.0,1100.0,-1
2820,0.5,2.0,1200.0,-1
2821,0.5,2.0,1500.0,-1
2822,0.5,2.0,2000.0,-1
2823,0.6,2.0,100.0,-1
2824,0.6,2.0,300.0,-1
2825,0.6,2.0,500.0,-1
2826,0.6,2.0,600.0,-1
2827,0.6,2.0,800.0,-1
2828,0.6,2.0,900.0,-1
2829,0.6,2.0,1000.0,-1
2830,0.6,2.0,1100.0,-1
2831,0.6,2.0,1200.0,-1
2832,0.6,2.0,1500.0,-1
2833,0.6,2.0,2000.0,-1
2834,0.8,2.0,100.0,-1
2835,0.8,2.0,300.0,-1
2836,0.8,2.0,500.0,-1
2837,0.8,2.0,600.0,-1
2838,0.8,2.0,800.0,-1
2839,0.8,2.0,900.0,-1
2840,0.8,2.0,1000.0,-1
2841,0.8,2.0,1100.0,-1
2842,0.8,2.0,1200.0,-1
2843,0.8,2.0,1500.0,-1
2844,0.8,2.0,2000.0,-1
2845,1.0,2.0,300.0,-1
2846,1.0,2.0,500.0,-1
2847,1.0,2.0,600.0,-1
2848,1.0,2.0,800.0,-1
2849,1.0,2.0,900.0,-1
2850,1.0,2.0,1000.0,0
2851,1.0,2.0,1100.0,-1
2852,1.0,2.0,1200.0,-1
2853,1.0,2.0,1500.0,-1
2854,1.0,2.0,2000.0,-1
2855,1.2,2.0,100.0,-1
2856,1.2,2.0,300.0,-1
2857,1.2,2.0,500.0,-1
2858,1.2,2.0,600.0,-1
2859,1.2,2.0,800.0,-1
2860,1.2,2.0,900.0,-1
2861,1.2,2.0,1000.0,-1
2862,1.2,2.0,1100.0,-1
2863,1.2,2.0,1200.0,-1
2864,1.2,2.0,1500.0,-1
2865,1.2,2.0,2000.0,-1
2866,1.6,2.0,100.0,-1
2867,1.6,2.0,300.0,-1
2868,1.6,2.0,500.0,-1
2869,1.6,2.0,600.0,-1
2870,1.6,2.0,800.0,-1
2871,1.6,2.0,900.0,-1
2872,1.6,2.0,1000.0,-1
2873,1.6,2.0,1100.0,-1
2874,1.6,2.0,1200.0,-1
2875,1.6,2.0,1500.0,-1
2876,1.6,2.0,2000.0,-1
2877,2.0,2.0,300.0,-1
2878,2.0,2.0,500.0,-1
2879,2.0,2.0,600.0,-1
2880,2.0,2.0,800.0,-1
2881,2.0,2.0,900.0,-1
2882,2.0,2.0,1000.0,1
2883,2.0,2.0,1100.0,-1
2884,2.0,2.0,1200.0,-1
2885,2.0,2.0,1500.0,-1
2886,2.0,2.0,2000.0,-1
2887,2.4,2.0,100.0,-1
2888,2.4,2.0,300.0,-1
2889,2.4,2.0,500.0,-1
2890,2.4,2.0,600.0,-1
2891,2.4,2.0,800.0,-1
2892,2.4,2.0,900.0,-1
2893,2.4,2.0,1000.0,-1
2894,2.4,2.0,1100.0,-1
2895,2.4,2.0,1200.0,-1
2896,2.4,2.0,1500.0,-1
2897,2.4,2.0,2000.0,-1
2898,2.8,2.0,100.0,-1
2899,2.8,2.0,300.0,-1
2900,2.8,2.0,500.0,-1
2901,2.8,2.0,600.0,-1
2902,2.8,2.0,800.0,-1
2903,2.8,2.0,900.0,-1
2904,2.8,2.0,1000.0,-1
2905,2.8,2.0,1100.0,-1
2906,2.8,2.0,1200.0,-1
2907,2.8,2.0,1500.0,-1
2908,2.8,2.0,2000.0,-1
2909,3.2,2.0,100.0,-1
2910,3.2,2.0,300.0,-1
2911,3.2,2.0,500.0,-1
2912,3.2,2.0,600.0,-1
2913,3.2,2.0,800.0,-1
2914,3.2,2.0,900.0,-1
2915,3.2,2.0,1000.0,-1
2916,3.2,2.0,1100.0,-1
2917,3.2,2.0,1200.0,-1
2918,3.2,2.0,1500.0,-1
2919,3.2,2.0,2000.0,-1
2920,3.6,2.0,100.0,-1
2921,3.6,2.0,300.0,-1
2922,3.6,2.0,500.0,-1
2923,3.6,2.0,600.0,-1
2924,3.6,2.0,800.0,-1
2925,3.6,2.0,900.0,-1
2926,3.6,2.0,1000.0,-1
2927,3.6,2.0,1100.0,-1
2928,3.6,2.0,1200.0,-1
2929,3.6,2.0,1500.0,-1
2930,3.6,2.0,2000.0,-1
2931,4.0,2.0,300.0,-1
2932,4.0,2.0,500.0,-1
2933,4.0,2.0,600.0,-1
2934,4.0,2.0,800.0,-1
2935,4.0,2.0,900.0,-1
2936,4.0,2.0,1000.0,-1
2937,4.0,2.0,1100.0,-1
2938,4.0,2.0,1200.0,-1
2939,4.0,2.0,1500.0,-1
2940,4.0,2.0,2000.0,-1
2941,4.4,2.0,100.0,-1
2942,4.4,2.0,300.0,-1
2943,4.4,2.0,500.0,-1
2944,4.4,2.0,600.0,-1
2945,4.4,2.0,800.0,-1
2946,4.4,2.0,900.0,-1
2947,4.4,2.0,1000.0,-1
2948,4.4,2.0,1100.0,-1
2949,4.4,2.0,1200.0,-1
2950,4.4,2.0,1500.0,-1
2951,4.4,2.0,2000.0,-1
2952,4.8,2.0,100.0,-1
2953,4.8,2.0,300.0,-1
2954,4.8,2.0,500.0,-1
2955,4.8,2.0,600.0,-1
2956,4.8,2.0,800.0,-1
2957,4.8,2.0,900.0,-1
2958,4.8,2.0,1000.0,-1
2959,4.8,2.0,1100.0,-1
2960,4.8,2.0,1200.0,-1
2961,4.8,2.0,1500.0,-1
2962,4.8,2.0,2000.0,-1
2963,5.2,2.0,100.0,-1
2964,5.2,2.0,300.0,-1
2965,5.2,2.0,500.0,-1
2966,5.2,2.0,600.0,-1
2967,5.2,2.0,800.0,-1
2968,5.2,2.0,900.0,-1
2969,5.2,2.0,1000.0,-1
2970,5.2,2.0,1100.0,-1
2971,5.2,2.0,1200.0,-1
2972,5.2,2.0,1500.0,-1
2973,5.2,2.0,2000.0,-1
2974,5.6,2.0,100.0,-1
2975,5.6,2.0,300.0,-1
2976,5.6,2.0,500.0,-1
2977,5.6,2.0,600.0,-1
2978,5.6,2.0,800.0,-1
2979,5.6,2.0,900.0,-1
2980,5.6,2.0,1000.0,-1
2981,5.6,2.0,1100.0,-1
2982,5.6,2.0,1200.0,-1
2983,5.6,2.0,1500.0,-1
2984,5.6,2.0,2000.0,-1
2985,6.0,2.0,100.0,-1
2986,6.0,2.0,300.0,-1
2987,6.0,2.0,500.0,-1
2988,6.0,2.0,600.0,-1
2989,6.0,2.0,800.0,1
2990,6.0,2.0,900.0,-1
2991,6.0,2.0,1000.0,-1
2992,6.0,2.0,1100.0,-1
2993,6.0,2.0,1200.0,-1
2994,6.0,2.0,1500.0,-1
2995,6.0,2.0,2000.0,-1
2996,6.4,2.0,100.0,-1
2997,6.4,2.0,300.0,-1
2998,6.4,2.0,500.0,-1
2999,6.4,2.0,600.0,-1
3000,6.4,2.0,800.0,-1
3001,6.4,2.0,900.0,-1
3002,6.4,2.0,1000.0,-1
3003,6.4,2.0,1100.0,-1
3004,6.4,2.0,1200.0,-1
3005,6.4,2.0,1500.0,-1
3006,6.4,2.0,2000.0,-1
3007,6.8,2.0,100.0,-1
3008,6.8,2.0,300.0,-1
3009,6.8,2.0,500.0,-1
3010,6.8,2.0,600.0,-1
3011,6.8,2.0,800.0,-1
3012,6.8,2.0,900.0,-1
3013,6.8,2.0,1000.0,1
3014,6.8,2.0,1100.0,-1
3015,6.8,2.0,1200.0,-1
3016,6.8,2.0,1500.0,-1
3017,6.8,2.0,2000.0,-1
3018,7.2,2.0,100.0,-1
3019,7.2,2.0,300.0,-1
3020,7.2,2.0,500.0,-1
3021,7.2,2.0,600.0,-1
3022,7.2,2.0,800.0,-1
3023,7.2,2.0,900.0,-1
3024,7.2,2.0,1000.0,-1
3025,7.2,2.0,1100.0,-1
3026,7.2,2.0,1200.0,-1
3027,7.2,2.0,1500.0,-1
3028,7.2,2.0,2000.0,-1
3029,7.6,2.0,100.0,-1
3030,7.6,2.0,300.0,-1
3031,7.6,2.0,500.0,-1
3032,7.6,2.0,600.0,-1
3033,7.6,2.0,800.0,-1
3034,7.6,2.0,900.0,-1
3035,7.6,2.0,1000.0,-1
3036,7.6,2.0,1100.0,-1
3037,7.6,2.0,1200.0,-1
3038,7.6,2.0,1500.0,-1
3039,7.6,2.0,2000.0,-1
3040,0.0625,2.4,100.0,-1
3041,0.0625,2.4,300.0,-1
3042,0.0625,2.4,500.0,-1
3043,0.0625,2.4,600.0,-1
3044,0.0625,2.4,800.0,-1
3045,0.0625,2.4,900.0,-1
3046,0.0625,2.4,1000.0,-1
3047,0.0625,2.4,1100.0,-1
3048,0.0625,2.4,1200.0,-1
3049,0.0625,2.4,1500.0,-1
3050,0.0625,2.4,2000.0,-1
