,Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
3805,5.6,3.2,1200.0,-1
3806,5.6,3.2,1500.0,-1
3807,5.6,3.2,2000.0,-1
3808,6.0,3.2,100.0,-1
3809,6.0,3.2,300.0,-1
3810,6.0,3.2,500.0,-1
3811,6.0,3.2,600.0,-1
3812,6.0,3.2,800.0,-1
3813,6.0,3.2,900.0,-1
3814,6.0,3.2,1000.0,-1
3815,6.0,3.2,1100.0,-1
3816,6.0,3.2,1200.0,-1
3817,6.0,3.2,1500.0,-1
3818,6.0,3.2,2000.0,-1
3819,6.4,3.2,100.0,-1
3820,6.4,3.2,300.0,-1
3821,6.4,3.2,500.0,-1
3822,6.4,3.2,600.0,-1
3823,6.4,3.2,800.0,-1
3824,6.4,3.2,900.0,-1
3825,6.4,3.2,1000.0,-1
3826,6.4,3.2,1100.0,-1
3827,6.4,3.2,1200.0,-1
3828,6.4,3.2,1500.0,-1
3829,6.4,3.2,2000.0,-1
3830,6.8,3.2,100.0,-1
3831,6.8,3.2,300.0,-1
3832,6.8,3.2,500.0,-1
3833,6.8,3.2,600.0,-1
3834,6.8,3.2,800.0,-1
3835,6.8,3.2,900.0,-1
3836,6.8,3.2,1000.0,-1
3837,6.8,3.2,1100.0,-1
3838,6.8,3.2,1200.0,-1
3839,6.8,3.2,1500.0,-1
3840,6.8,3.2,2000.0,-1
3841,7.2,3.2,100.0,-1
3842,7.2,3.2,300.0,-1
3843,7.2,3.2,500.0,-1
3844,7.2,3.2,600.0,-1
3845,7.2,3.2,800.0,-1
3846,7.2,3.2,900.0,-1
3847,7.2,3.2,1000.0,-1
3848,7.2,3.2,1100.0,-1
3849,7.2,3.2,1200.0,-1
3850,7.2,3.2,1500.0,-1
3851,7.2,3.2,2000.0,-1
3852,7.6,3.2,100.0,-1
3853,7.6,3.2,300.0,-1
3854,7.6,3.2,500.0,-1
3855,7.6,3.2,600.0,-1
3856,7.6,3.2,800.0,-1
3857,7.6,3.2,900.0,-1
3858,7.6,3.2,1000.0,-1
3859,7.6,3.2,1100.0,-1
3860,7.6,3.2,1200.0,-1
3861,7.6,3.2,1500.0,0
3862,7.6,3.2,2000.0,-1
3863,0.0625,3.6,100.0,-1
3864,0.0625,3.6,300.0,-1
3865,0.0625,3.6,500.0,-1
3866,0.0625,3.6,600.0,-1
3867,0.0625,3.6,800.0,-1
3868,0.0625,3.6,900.0,-1
3869,0.0625,3.6,1000.0,-1
3870,0.0625,3.6,1100.0,-1
3871,0.0625,3.6,1200.0,-1
3872,0.0625,3.6,1500.0,-1
3873,0.0625,3.6,2000.0,-1
3874,0.125,3.6,100.0,-1
3875,0.125,3.6,300.0,-1
3876,0.125,3.6,500.0,-1
3877,0.125,3.6,600.0,-1
3878,0.125,3.6,800.0,-1
3879,0.125,3.6,900.0,-1
3880,0.125,3.6,1000.0,-1
3881,0.125,3.6,1100.0,-1
3882,0.125,3.6,1200.0,-1
3883,0.125,3.6,1500.0,-1
3884,0.125,3.6,2000.0,-1
3885,0.25,3.6,100.0,-1
3886,0.25,3.6,300.0,-1
3887,0.25,3.6,500.0,-1
3888,0.25,3.6,600.0,-1
3889,0.25,3.6,800.0,-1
3890,0.25,3.6,900.0,-1
3891,0.25,3.6,1000.0,-1
3892,0.25,3.6,1100.0,-1
3893,0.25,3.6,1200.0,-1
3894,0.25,3.6,1500.0,-1
3895,0.25,3.6,2000.0,-1
3896,0.3,3.6,100.0,-1
3897,0.3,3.6,300.0,-1
3898,0.3,3.6,500.0,-1
3899,0.3,3.6,600.0,-1
3900,0.3,3.6,800.0,-1
3901,0.3,3.6,900.0,-1
3902,0.3,3.6,1000.0,-1
3903,0.3,3.6,1100.0,-1
3904,0.3,3.6,1200.0,-1
3905,0.3,3.6,1500.0,-1
3906,0.3,3.6,2000.0,-1
3907,0.5,3.6,100.0,-1
3908,0.5,3.6,300.0,-1
3909,0.5,3.6,500.0,-1
3910,0.5,3.6,600.0,-1
3911,0.5,3.6,800.0,-1
3912,0.5,3.6,900.0,-1
3913,0.5,3.6,1000.0,-1
3914,0.5,3.6,1100.0,-1
3915,0.5,3.6,1200.0,-1
3916,0.5,3.6,1500.0,-1
3917,0.5,3.6,2000.0,-1
3918,0.6,3.6,100.0,-1
3919,0.6,3.6,300.0,-1
3920,0.6,3.6,500.0,-1
3921,0.6,3.6,600.0,-1
3922,0.6,3.6,800.0,-1
3923,0.6,3.6,900.0,-1
3924,0.6,3.6,1000.0,-1
3925,0.6,3.6,1100.0,-1
3926,0.6,3.6,1200.0,-1
3927,0.6,3.6,1500.0,-1
3928,0.6,3.6,2000.0,-1
3929,0.8,3.6,100.0,-1
3930,0.8,3.6,300.0,-1
3931,0.8,3.6,500.0,-1
3932,0.8,3.6,600.0,-1
3933,0.8,3.6,800.0,-1
3934,0.8,3.6,900.0,0
3935,0.8,3.6,1000.0,-1
3936,0.8,3.6,1100.0,-1
3937,0.8,3.6,1200.0,-1
3938,0.8,3.6,1500.0,-1
3939,0.8,3.6,2000.0,-1
3940,1.0,3.6,100.0,-1
3941,1.0,3.6,300.0,-1
3942,1.0,3.6,500.0,-1
3943,1.0,3.6,600.0,-1
3944,1.0,3.6,800.0,-1
3945,1.0,3.6,900.0,-1
3946,1.0,3.6,1000.0,-1
3947,1.0,3.6,1100.0,-1
3948,1.0,3.6,1200.0,-1
3949,1.0,3.6,1500.0,-1
3950,1.0,3.6,2000.0,-1
3951,1.2,3.6,100.0,-1
3952,1.2,3.6,300.0,-1
3953,1.2,3.6,500.0,-1
3954,1.2,3.6,600.0,-1
3955,1.2,3.6,800.0,-1
3956,1.2,3.6,900.0,-1
3957,1.2,3.6,1000.0,-1
3958,1.2,3.6,1100.0,-1
3959,1.2,3.6,1200.0,-1
3960,1.2,3.6,1500.0,-1
3961,1.2,3.6,2000.0,-1
3962,1.6,3.6,100.0,-1
3963,1.6,3.6,300.0,-1
3964,1.6,3.6,500.0,-1
3965,1.6,3.6,600.0,-1
3966,1.6,3.6,800.0,-1
3967,1.6,3.6,900.0,-1
3968,1.6,3.6,1000.0,-1
3969,1.6,3.6,1100.0,-1
3970,1.6,3.6,1200.0,-1
3971,1.6,3.6,1500.0,-1
3972,1.6,3.6,2000.0,-1
3973,2.0,3.6,100.0,-1
3974,2.0,3.6,300.0,-1
3975,2.0,3.6,500.0,-1
3976,2.0,3.6,600.0,-1
3977,2.0,3.6,800.0,-1
3978,2.0,3.6,900.0,-1
3979,2.0,3.6,1000.0,-1
3980,2.0,3.6,1100.0,-1
3981,2.0,3.6,1200.0,-1
3982,2.0,3.6,1500.0,-1
3983,2.0,3.6,2000.0,-1
3984,2.4,3.6,100.0,-1
3985,2.4,3.6,300.0,-1
3986,2.4,3.6,500.0,-1
3987,2.4,3.6,600.0,-1
3988,2.4,3.6,800.0,-1
3989,2.4,3.6,900.0,-1
3990,2.4,3.6,1000.0,-1
3991,2.4,3.6,1100.0,-1
3992,2.4,3.6,1200.0,-1
3993,2.4,3.6,1500.0,-1
3994,2.4,3.6,2000.0,-1
3995,2.8,3.6,100.0,-1
3996,2.8,3.6,300.0,-1
3997,2.8,3.6,500.0,-1
3998,2.8,3.6,600.0,-1
3999,2.8,3.6,800.0,-1
4000,2.8,3.6,900.0,-1
4001,2.8,3.6,1000.0,-1
4002,2.8,3.6,1100.0,-1
4003,2.8,3.6,1200.0,-1
4004,2.8,3.6,1500.0,-1
4005,2.8,3.6,2000.0,-1
4006,3.2,3.6,100.0,-1
4007,3.2,3.6,300.0,-1
4008,3.2,3.6,500.0,-1
4009,3.2,3.6,600.0,-1
4010,3.2,3.6,800.0,-1
4011,3.2,3.6,900.0,-1
4012,3.2,3.6,1000.0,-1
4013,3.2,3.6,1100.0,-1
4014,3.2,3.6,1200.0,-1
4015,3.2,3.6,1500.0,-1
4016,3.2,3.6,2000.0,-1
4017,3.6,3.6,100.0,-1
4018,3.6,3.6,300.0,-1
4019,3.6,3.6,500.0,-1
4020,3.6,3.6,600.0,-1
4021,3.6,3.6,800.0,-1
4022,3.6,3.6,900.0,-1
4023,3.6,3.6,1000.0,-1
4024,3.6,3.6,1100.0,-1
4025,3.6,3.6,1200.0,-1
4026,3.6,3.6,1500.0,-1
4027,3.6,3.6,2000.0,-1
4028,4.0,3.6,100.0,-1
4029,4.0,3.6,300.0,-1
4030,4.0,3.6,500.0,-1
4031,4.0,3.6,600.0,-1
4032,4.0,3.6,800.0,-1
4033,4.0,3.6,900.0,-1
4034,4.0,3.6,1000.0,-1
4035,4.0,3.6,1100.0,-1
4036,4.0,3.6,1200.0,0
4037,4.0,3.6,1500.0,-1
4038,4.0,3.6,2000.0,-1
4039,4.4,3.6,100.0,-1
4040,4.4,3.6,300.0,-1
4041,4.4,3.6,500.0,-1
4042,4.4,3.6,600.0,-1
4043,4.4,3.6,800.0,-1
4044,4.4,3.6,900.0,-1
4045,4.4,3.6,1000.0,-1
4046,4.4,3.6,1100.0,-1
4047,4.4,3.6,1200.0,-1
4048,4.4,3.6,1500.0,-1
4049,4.4,3.6,2000.0,-1
4050,4.8,3.6,100.0,-1
4051,4.8,3.6,300.0,-1
4052,4.8,3.6,500.0,-1
4053,4.8,3.6,600.0,-1
4054,4.8,3.6,800.0,-1
4055,4.8,3.6,900.0,-1
4056,4.8,3.6,1000.0,-1
4057,4.8,3.6,1100.0,-1
4058,4.8,3.6,1200.0,-1
4059,4.8,3.6,1500.0,-1
4060,4.8,3.6,2000.0,-1
4061,5.2,3.6,100.0,-1
4062,5.2,3.6,300.0,-1
4063,5.2,3.6,500.0,-1
4064,5.2,3.6,600.0,-1
4065,5.2,3.6,800.0,-1
4066,5.2,3.6,900.0,-1
4067,5.2,3.6,1000.0,-1
4068,5.2,3.6,1100.0,-1
4069,5.2,3.6,1200.0,-1
4070,5.2,3.6,1500.0,-1
4071,5.2,3.6,2000.0,-1
4072,5.6,3.6,100.0,-1
4073,5.6,3.6,300.0,-1
4074,5.6,3.6,500.0,-1
4075,5.6,3.6,600.0,-1
4076,5.6,3.6,800.0,-1
4077,5.6,3.6,900.0,-1
4078,5.6,3.6,1000.0,-1
4079,5.6,3.6,1100.0,-1
4080,5.6,3.6,1200.0,-1
4081,5.6,3.6,1500.0,-1
4082,5.6,3.6,2000.0,-1
4083,6.0,3.6,100.0,-1
4084,6.0,3.6,300.0,-1
4085,6.0,3.6,500.0,-1
4086,6.0,3.6,600.0,-1
4087,6.0,3.6,800.0,-1
4088,6.0,3.6,900.0,-1
4089,6.0,3.6,1000.0,-1
4090,6.0,3.6,1100.0,-1
4091,6.0,3.6,1200.0,-1
4092,6.0,3.6,1500.0,-1
4093,6.0,3.6,2000.0,-1
4094,6.4,3.6,100.0,-1
4095,6.4,3.6,300.0,-1
4096,6.4,3.6,500.0,-1
4097,6.4,3.6,600.0,-1
4098,6.4,3.6,800.0,-1
4099,6.4,3.6,900.0,-1
4100,6.4,3.6,1000.0,-1
4101,6.4,3.6,1100.0,-1
4102,6.4,3.6,1200.0,-1
4103,6.4,3.6,1500.0,-1
4104,6.4,3.6,2000.0,-1
4105,6.8,3.6,100.0,-1
4106,6.8,3.6,300.0,-1
4107,6.8,3.6,500.0,-1
4108,6.8,3.6,600.0,-1
4109,6.8,3.6,800.0,-1
4110,6.8,3.6,900.0,-1
4111,6.8,3.6,1000.0,-1
4112,6.8,3.6,1100.0,-1
4113,6.8,3.6,1200.0,-1
4114,6.8,3.6,1500.0,-1
4115,6.8,3.6,2000.0,-1
4116,7.2,3.6,100.0,-1
4117,7.2,3.6,300.0,-1
4118,7.2,3.6,500.0,-1
4119,7.2,3.6,600.0,-1
4120,7.2,3.6,800.0,-1
4121,7.2,3.6,900.0,-1
4122,7.2,3.6,1000.0,-1
4123,7.2,3.6,1100.0,-1
4124,7.2,3.6,1200.0,-1
4125,7.2,3.6,1500.0,-1
4126,7.2,3.6,2000.0,-1
4127,7.6,3.6,100.0,-1
4128,7.6,3.6,300.0,-1
4129,7.6,3.6,500.0,-1
4130,7.6,3.6,600.0,-1
4131,7.6,3.6,800.0,-1
4132,7.6,3.6,900.0,-1
4133,7.6,3.6,1000.0,-1
4134,7.6,3.6,1100.0,-1
4135,7.6,3.6,1200.0,-1
4136,7.6,3.6,1500.0,-1
4137,7.6,3.6,2000.0,-1
4138,0.0625,4.0,100.0,-1
4139,0.0625,4.0,300.0,-1
4140,0.0625,4.0,500.0,-1
4141,0.0625,4.0,600.0,-1
4142,0.0625,4.0,800.0,-1
4143,0.0625,4.0,900.0,0
4144,0.0625,4.0,1000.0,-1
4145,0.0625,4.0,1100.0,-1
4146,0.0625,4.0,1200.0,-1
4147,0.0625,4.0,1500.0,-1
4148,0.0625,4.0,2000.0,-1
4149,0.125,4.0,100.0,-1
4150,0.125,4.0,300.0,-1
4151,0.125,4.0,500.0,-1
4152,0.125,4.0,600.0,-1
4153,0.125,4.0,800.0,-1
4154,0.125,4.0,900.0,0
4155,0.125,4.0,1000.0,-1
4156,0.125,4.0,1100.0,-1
4157,0.125,4.0,1200.0,-1
4158,0.125,4.0,1500.0,-1
4159,0.125,4.0,2000.0,-1
4160,0.25,4.0,100.0,-1
4161,0.25,4.0,300.0,-1
4162,0.25,4.0,500.0,-1
4163,0.25,4.0,600.0,-1
4164,0.25,4.0,800.0,-1
4165,0.25,4.0,900.0,-1
4166,0.25,4.0,1000.0,-1
4167,0.25,4.0,1100.0,-1
4168,0.25,4.0,1200.0,-1
4169,0.25,4.0,1500.0,-1
4170,0.25,4.0,2000.0,-1
4171,0.3,4.0,100.0,-1
4172,0.3,4.0,300.0,-1
4173,0.3,4.0,500.0,-1
4174,0.3,4.0,600.0,-1
4175,0.3,4.0,800.0,-1
4176,0.3,4.0,900.0,-1
4177,0.3,4.0,1000.0,-1
4178,0.3,4.0,1100.0,-1
4179,0.3,4.0,1200.0,-1
4180,0.3,4.0,1500.0,-1
4181,0.3,4.0,2000.0,-1
4182,0.5,4.0,100.0,-1
4183,0.5,4.0,300.0,-1
4184,0.5,4.0,500.0,-1
4185,0.5,4.0,600.0,-1
4186,0.5,4.0,800.0,-1
4187,0.5,4.0,900.0,-1
4188,0.5,4.0,1000.0,-1
4189,0.5,4.0,1100.0,-1
4190,0.5,4.0,1200.0,-1
4191,0.5,4.0,1500.0,-1
4192,0.5,4.0,2000.0,-1
4193,0.6,4.0,100.0,-1
4194,0.6,4.0,300.0,-1
4195,0.6,4.0,500.0,-1
4196,0.6,4.0,600.0,-1
4197,0.6,4.0,800.0,-1
4198,0.6,4.0,900.0,-1
4199,0.6,4.0,1000.0,-1
4200,0.6,4.0,1100.0,-1
4201,0.6,4.0,1200.0,-1
4202,0.6,4.0,1500.0,-1
4203,0.6,4.0,2000.0,-1
4204,0.8,4.0,100.0,-1
4205,0.8,4.0,300.0,-1
4206,0.8,4.0,500.0,-1
4207,0.8,4.0,600.0,-1
4208,0.8,4.0,800.0,-1
4209,0.8,4.0,900.0,-1
4210,0.8,4.0,1000.0,-1
4211,0.8,4.0,1100.0,-1
4212,0.8,4.0,1200.0,-1
4213,0.8,4.0,1500.0,-1
4214,0.8,4.0,2000.0,-1
4215,1.0,4.0,300.0,-1
4216,1.0,4.0,500.0,-1
4217,1.0,4.0,600.0,-1
4218,1.0,4.0,800.0,-1
4219,1.0,4.0,900.0,-1
4220,1.0,4.0,1000.0,-1
4221,1.0,4.0,1100.0,-1
4222,1.0,4.0,1200.0,-1
4223,1.0,4.0,1500.0,-1
4224,1.0,4.0,2000.0,-1
4225,1.2,4.0,100.0,-1
4226,1.2,4.0,300.0,-1
4227,1.2,4.0,500.0,-1
4228,1.2,4.0,600.0,-1
4229,1.2,4.0,800.0,-1
4230,1.2,4.0,900.0,-1
4231,1.2,4.0,1000.0,-1
4232,1.2,4.0,1100.0,-1
4233,1.2,4.0,1200.0,-1
4234,1.2,4.0,1500.0,-1
4235,1.2,4.0,2000.0,-1
4236,1.6,4.0,100.0,-1
4237,1.6,4.0,300.0,-1
4238,1.6,4.0,500.0,-1
4239,1.6,4.0,600.0,-1
4240,1.6,4.0,800.0,-1
4241,1.6,4.0,900.0,-1
4242,1.6,4.0,1000.0,-1
4243,1.6,4.0,1100.0,-1
4244,1.6,4.0,1200.0,-1
4245,1.6,4.0,1500.0,-1
4246,1.6,4.0,2000.0,-1
4247,2.0,4.0,300.0,-1
4248,2.0,4.0,500.0,-1
4249,2.0,4.0,600.0,-1
4250,2.0,4.0,800.0,-1
4251,2.0,4.0,900.0,-1
4252,2.0,4.0,1000.0,-1
4253,2.0,4.0,1100.0,-1
4254,2.0,4.0,1200.0,-1
4255,2.0,4.0,1500.0,-1
4256,2.0,4.0,2000.0,-1
4257,2.4,4.0,100.0,-1
4258,2.4,4.0,300.0,-1
4259,2.4,4.0,500.0,-1
4260,2.4,4.0,600.0,-1
4261,2.4,4.0,800.0,-1
4262,2.4,4.0,900.0,-1
4263,2.4,4.0,1000.0,-1
4264,2.4,4.0,1100.0,-1
4265,2.4,4.0,1200.0,-1
4266,2.4,4.0,1500.0,-1
4267,2.4,4.0,2000.0,-1
4268,2.8,4.0,100.0,-1
4269,2.8,4.0,300.0,-1
4270,2.8,4.0,500.0,-1
4271,2.8,4.0,600.0,-1
4272,2.8,4.0,800.0,-1
4273,2.8,4.0,900.0,-1
4274,2.8,4.0,1000.0,-1
4275,2.8,4.0,1100.0,-1
4276,2.8,4.0,1200.0,-1
4277,2.8,4.0,1500.0,-1
4278,2.8,4.0,2000.0,-1
4279,3.2,4.0,100.0,-1
4280,3.2,4.0,300.0,-1
4281,3.2,4.0,500.0,-1
4282,3.2,4.0,600.0,-1
4283,3.2,4.0,800.0,-1
4284,3.2,4.0,900.0,-1
4285,3.2,4.0,1000.0,-1
4286,3.2,4.0,1100.0,-1
4287,3.2,4.0,1200.0,-1
4288,3.2,4.0,1500.0,-1
4289,3.2,4.0,2000.0,-1
4290,3.6,4.0,100.0,-1
4291,3.6,4.0,300.0,-1
4292,3.6,4.0,500.0,-1
4293,3.6,4.0,600.0,-1
4294,3.6,4.0,800.0,-1
4295,3.6,4.0,900.0,-1
4296,3.6,4.0,1000.0,-1
4297,3.6,4.0,1100.0,-1
4298,3.6,4.0,1200.0,-1
4299,3.6,4.0,1500.0,-1
4300,3.6,4.0,2000.0,-1
4301,4.0,4.0,300.0,-1
4302,4.0,4.0,500.0,-1
4303,4.0,4.0,600.0,-1
4304,4.0,4.0,800.0,-1
4305,4.0,4.0,900.0,-1
4306,4.0,4.0,1000.0,-1
4307,4.0,4.0,1100.0,-1
4308,4.0,4.0,1200.0,-1
4309,4.0,4.0,1500.0,-1
4310,4.0,4.0,2000.0,-1
4311,4.4,4.0,100.0,-1
4312,4.4,4.0,300.0,-1
4313,4.4,4.0,500.0,-1
4314,4.4,4.0,600.0,-1
4315,4.4,4.0,800.0,-1
4316,4.4,4.0,900.0,-1
4317,4.4,4.0,1000.0,-1
4318,4.4,4.0,1100.0,-1
4319,4.4,4.0,1200.0,0
4320,4.4,4.0,1500.0,-1
4321,4.4,4.0,2000.0,-1
4322,4.8,4.0,100.0,-1
4323,4.8,4.0,300.0,-1
4324,4.8,4.0,500.0,-1
4325,4.8,4.0,600.0,-1
4326,4.8,4.0,800.0,-1
4327,4.8,4.0,900.0,-1
4328,4.8,4.0,1000.0,-1
4329,4.8,4.0,1100.0,-1
4330,4.8,4.0,1200.0,-1
4331,4.8,4.0,1500.0,-1
4332,4.8,4.0,2000.0,-1
4333,5.2,4.0,100.0,-1
4334,5.2,4.0,300.0,-1
4335,5.2,4.0,500.0,-1
4336,5.2,4.0,600.0,-1
4337,5.2,4.0,800.0,-1
4338,5.2,4.0,900.0,-1
4339,5.2,4.0,1000.0,-1
4340,5.2,4.0,1100.0,-1
4341,5.2,4.0,1200.0,-1
4342,5.2,4.0,1500.0,-1
4343,5.2,4.0,2000.0,-1
4344,5.6,4.0,100.0,-1
4345,5.6,4.0,300.0,-1
4346,5.6,4.0,500.0,-1
4347,5.6,4.0,600.0,-1
4348,5.6,4.0,800.0,-1
4349,5.6,4.0,900.0,-1
4350,5.6,4.0,1000.0,-1
4351,5.6,4.0,1100.0,-1
4352,5.6,4.0,1200.0,-1
4353,5.6,4.0,1500.0,-1
4354,5.6,4.0,2000.0,-1
4355,6.0,4.0,100.0,-1
4356,6.0,4.0,300.0,-1
4357,6.0,4.0,500.0,-1
4358,6.0,4.0,600.0,-1
4359,6.0,4.0,800.0,-1
4360,6.0,4.0,900.0,-1
4361,6.0,4.0,1000.0,-1
4362,6.0,4.0,1100.0,-1
4363,6.0,4.0,1200.0,-1
4364,6.0,4.0,1500.0,-1
4365,6.0,4.0,2000.0,-1
4366,6.4,4.0,100.0,-1
4367,6.4,4.0,300.0,-1
4368,6.4,4.0,500.0,-1
4369,6.4,4.0,600.0,-1
4370,6.4,4.0,800.0,-1
4371,6.4,4.0,900.0,-1
4372,6.4,4.0,1000.0,-1
4373,6.4,4.0,1100.0,-1
4374,6.4,4.0,1200.0,-1
4375,6.4,4.0,1500.0,-1
4376,6.4,4.0,2000.0,-1
4377,6.8,4.0,100.0,-1
4378,6.8,4.0,300.0,-1
4379,6.8,4.0,500.0,-1
4380,6.8,4.0,600.0,-1
4381,6.8,4.0,800.0,-1
4382,6.8,4.0,900.0,-1
4383,6.8,4.0,1000.0,-1
4384,6.8,4.0,1100.0,-1
4385,6.8,4.0,1200.0,-1
4386,6.8,4.0,1500.0,-1
4387,6.8,4.0,2000.0,-1
4388,7.2,4.0,100.0,-1
4389,7.2,4.0,300.0,-1
4390,7.2,4.0,500.0,-1
4391,7.2,4.0,600.0,-1
4392,7.2,4.0,800.0,-1
4393,7.2,4.0,900.0,-1
4394,7.2,4.0,1000.0,-1
4395,7.2,4.0,1100.0,-1
4396,7.2,4.0,1200.0,-1
4397,7.2,4.0,1500.0,-1
4398,7.2,4.0,2000.0,-1
4399,7.6,4.0,100.0,-1
4400,7.6,4.0,300.0,-1
4401,7.6,4.0,500.0,-1
4402,7.6,4.0,600.0,-1
4403,7.6,4.0,800.0,-1
4404,7.6,4.0,900.0,1
4405,7.6,4.0,1000.0,-1
4406,7.6,4.0,1100.0,-1
4407,7.6,4.0,1200.0,-1
4408,7.6,4.0,1500.0,1
4409,7.6,4.0,2000.0,-1
4410,0.0625,4.4,100.0,-1
4411,0.0625,4.4,300.0,-1
4412,0.0625,4.4,500.0,-1
4413,0.0625,4.4,600.0,-1
4414,0.0625,4.4,800.0,-1
4415,0.0625,4.4,900.0,-1
4416,0.0625,4.4,1000.0,-1
4417,0.0625,4.4,1100.0,-1
4418,0.0625,4.4,1200.0,-1
4419,0.0625,4.4,1500.0,-1
4420,0.0625,4.4,2000.0,-1
4421,0.125,4.4,100.0,-1
4422,0.125,4.4,300.0,-1
4423,0.125,4.4,500.0,-1
4424,0.125,4.4,600.0,-1
4425,0.125,4.4,800.0,-1
4426,0.125,4.4,900.0,-1
4427,0.125,4.4,1000.0,-1
4428,0.125,4.4,1100.0,-1
4429,0.125,4.4,1200.0,-1
4430,0.125,4.4,1500.0,-1
4431,0.125,4.4,2000.0,-1
4432,0.25,4.4,100.0,-1
4433,0.25,4.4,300.0,-1
4434,0.25,4.4,500.0,-1
4435,0.25,4.4,600.0,-1
4436,0.25,4.4,800.0,-1
4437,0.25,4.4,900.0,-1
4438,0.25,4.4,1000.0,-1
4439,0.25,4.4,1100.0,-1
4440,0.25,4.4,1200.0,-1
4441,0.25,4.4,1500.0,-1
4442,0.25,4.4,2000.0,-1
4443,0.3,4.4,100.0,-1
4444,0.3,4.4,300.0,-1
4445,0.3,4.4,500.0,-1
4446,0.3,4.4,600.0,-1
4447,0.3,4.4,800.0,-1
4448,0.3,4.4,900.0,-1
4449,0.3,4.4,1000.0,-1
4450,0.3,4.4,1100.0,-1
4451,0.3,4.4,1200.0,-1
4452,0.3,4.4,1500.0,-1
4453,0.3,4.4,2000.0,-1
4454,0.5,4.4,100.0,-1
4455,0.5,4.4,300.0,-1
4456,0.5,4.4,500.0,-1
4457,0.5,4.4,600.0,-1
4458,0.5,4.4,800.0,-1
4459,0.5,4.4,900.0,-1
4460,0.5,4.4,1000.0,-1
4461,0.5,4.4,1100.0,-1
4462,0.5,4.4,1200.0,-1
4463,0.5,4.4,1500.0,-1
4464,0.5,4.4,2000.0,-1
4465,0.6,4.4,100.0,-1
4466,0.6,4.4,300.0,-1
4467,0.6,4.4,500.0,-1
4468,0.6,4.4,600.0,-1
4469,0.6,4.4,800.0,-1
4470,0.6,4.4,900.0,1
4471,0.6,4.4,1000.0,-1
4472,0.6,4.4,1100.0,-1
4473,0.6,4.4,1200.0,-1
4474,0.6,4.4,1500.0,-1
4475,0.6,4.4,2000.0,-1
4476,0.8,4.4,100.0,-1
4477,0.8,4.4,300.0,-1
4478,0.8,4.4,500.0,-1
4479,0.8,4.4,600.0,-1
4480,0.8,4.4,800.0,-1
4481,0.8,4.4,900.0,-1
4482,0.8,4.4,1000.0,-1
4483,0.8,4.4,1100.0,-1
4484,0.8,4.4,1200.0,-1
4485,0.8,4.4,1500.0,-1
4486,0.8,4.4,2000.0,-1
4487,1.0,4.4,100.0,-1
4488,1.0,4.4,300.0,-1
4489,1.0,4.4,500.0,-1
4490,1.0,4.4,600.0,-1
4491,1.0,4.4,800.0,-1
4492,1.0,4.4,900.0,-1
4493,1.0,4.4,1000.0,-1
4494,1.0,4.4,1100.0,-1
4495,1.0,4.4,1200.0,-1
4496,1.0,4.4,1500.0,-1
4497,1.0,4.4,2000.0,-1
4498,1.2,4.4,100.0,-1
4499,1.2,4.4,300.0,-1
4500,1.2,4.4,500.0,-1
4501,1.2,4.4,600.0,-1
4502,1.2,4.4,800.0,-1
4503,1.2,4.4,900.0,-1
4504,1.2,4.4,1000.0,-1
4505,1.2,4.4,1100.0,-1
4506,1.2,4.4,1200.0,-1
4507,1.2,4.4,1500.0,-1
4508,1.2,4.4,2000.0,-1
4509,1.6,4.4,100.0,-1
4510,1.6,4.4,300.0,-1
4511,1.6,4.4,500.0,-1
4512,1.6,4.4,600.0,-1
4513,1.6,4.4,800.0,-1
4514,1.6,4.4,900.0,-1
4515,1.6,4.4,1000.0,-1
4516,1.6,4.4,1100.0,-1
4517,1.6,4.4,1200.0,-1
4518,1.6,4.4,1500.0,-1
4519,1.6,4.4,2000.0,-1
4520,2.0,4.4,100.0,-1
4521,2.0,4.4,300.0,-1
4522,2.0,4.4,500.0,-1
4523,2.0,4.4,600.0,-1
4524,2.0,4.4,800.0,-1
4525,2.0,4.4,900.0,-1
4526,2.0,4.4,1000.0,-1
4527,2.0,4.4,1100.0,-1
4528,2.0,4.4,1200.0,0
4529,2.0,4.4,1500.0,-1
4530,2.0,4.4,2000.0,-1
4531,2.4,4.4,100.0,-1
4532,2.4,4.4,300.0,-1
4533,2.4,4.4,500.0,-1
4534,2.4,4.4,600.0,-1
4535,2.4,4.4,800.0,-1
4536,2.4,4.4,900.0,-1
4537,2.4,4.4,1000.0,-1
4538,2.4,4.4,1100.0,-1
4539,2.4,4.4,1200.0,-1
4540,2.4,4.4,1500.0,-1
4541,2.4,4.4,2000.0,-1
4542,2.8,4.4,100.0,-1
4543,2.8,4.4,300.0,-1
4544,2.8,4.4,500.0,-1
4545,2.8,4.4,600.0,-1
4546,2.8,4.4,800.0,-1
4547,2.8,4.4,900.0,-1
4548,2.8,4.4,1000.0,-1
4549,2.8,4.4,1100.0,-1
4550,2.8,4.4,1200.0,-1
4551,2.8,4.4,1500.0,-1
4552,2.8,4.4,2000.0,-1
4553,3.2,4.4,100.0,-1
4554,3.2,4.4,300.0,-1
4555,3.2,4.4,500.0,-1
4556,3.2,4.4,600.0,-1
4557,3.2,4.4,800.0,-1
4558,3.2,4.4,900.0,-1
