Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Phase
5.6,6.8,1000.0,-1
5.6,6.8,1100.0,-1
5.6,6.8,1200.0,-1
5.6,6.8,1500.0,-1
5.6,6.8,2000.0,-1
6.0,6.8,100.0,-1
6.0,6.8,300.0,-1
6.0,6.8,500.0,-1
6.0,6.8,600.0,-1
6.0,6.8,800.0,-1
6.0,6.8,900.0,-1
6.0,6.8,1000.0,-1
6.0,6.8,1100.0,-1
6.0,6.8,1200.0,-1
6.0,6.8,1500.0,-1
6.0,6.8,2000.0,-1
6.4,6.8,100.0,-1
6.4,6.8,300.0,-1
6.4,6.8,500.0,-1
6.4,6.8,600.0,-1
6.4,6.8,800.0,-1
6.4,6.8,900.0,-1
6.4,6.8,1000.0,-1
6.4,6.8,1100.0,-1
6.4,6.8,1200.0,-1
6.4,6.8,1500.0,-1
6.4,6.8,2000.0,-1
6.8,6.8,100.0,-1
6.8,6.8,300.0,-1
6.8,6.8,500.0,-1
6.8,6.8,600.0,-1
6.8,6.8,800.0,-1
6.8,6.8,900.0,-1
6.8,6.8,1000.0,-1
6.8,6.8,1100.0,-1
6.8,6.8,1200.0,-1
6.8,6.8,1500.0,-1
6.8,6.8,2000.0,-1
7.2,6.8,100.0,-1
7.2,6.8,300.0,-1
7.2,6.8,500.0,-1
7.2,6.8,600.0,-1
7.2,6.8,800.0,-1
7.2,6.8,900.0,-1
7.2,6.8,1000.0,-1
7.2,6.8,1100.0,-1
7.2,6.8,1200.0,-1
7.2,6.8,1500.0,-1
7.2,6.8,2000.0,-1
7.6,6.8,100.0,-1
7.6,6.8,300.0,-1
7.6,6.8,500.0,-1
7.6,6.8,600.0,-1
7.6,6.8,800.0,-1
7.6,6.8,900.0,-1
7.6,6.8,1000.0,-1
7.6,6.8,1100.0,-1
7.6,6.8,1200.0,-1
7.6,6.8,1500.0,-1
7.6,6.8,2000.0,-1
0.0625,7.2,100.0,-1
0.0625,7.2,300.0,-1
0.0625,7.2,500.0,-1
0.0625,7.2,600.0,-1
0.0625,7.2,800.0,-1
0.0625,7.2,900.0,-1
0.0625,7.2,1000.0,-1
0.0625,7.2,1100.0,-1
0.0625,7.2,1200.0,-1
0.0625,7.2,1500.0,-1
0.0625,7.2,2000.0,-1
0.125,7.2,100.0,-1
0.125,7.2,300.0,-1
0.125,7.2,500.0,-1
0.125,7.2,600.0,-1
0.125,7.2,800.0,-1
0.125,7.2,900.0,-1
0.125,7.2,1000.0,-1
0.125,7.2,1100.0,-1
0.125,7.2,1200.0,-1
0.125,7.2,1500.0,-1
0.125,7.2,2000.0,-1
0.25,7.2,100.0,-1
0.25,7.2,300.0,-1
0.25,7.2,500.0,-1
0.25,7.2,600.0,-1
0.25,7.2,800.0,-1
0.25,7.2,900.0,-1
0.25,7.2,1000.0,-1
0.25,7.2,1100.0,-1
0.25,7.2,1200.0,-1
0.25,7.2,1500.0,-1
0.25,7.2,2000.0,-1
0.3,7.2,100.0,-1
0.3,7.2,300.0,-1
0.3,7.2,500.0,-1
0.3,7.2,600.0,-1
0.3,7.2,800.0,-1
0.3,7.2,900.0,-1
0.3,7.2,1000.0,-1
0.3,7.2,1100.0,-1
0.3,7.2,1200.0,-1
0.3,7.2,1500.0,-1
0.3,7.2,2000.0,-1
0.5,7.2,100.0,-1
0.5,7.2,300.0,-1
0.5,7.2,500.0,-1
0.5,7.2,600.0,-1
0.5,7.2,800.0,-1
0.5,7.2,900.0,-1
0.5,7.2,1000.0,-1
0.5,7.2,1100.0,-1
0.5,7.2,1200.0,-1
0.5,7.2,1500.0,-1
0.5,7.2,2000.0,-1
0.6,7.2,100.0,-1
0.6,7.2,300.0,-1
0.6,7.2,500.0,-1
0.6,7.2,600.0,-1
0.6,7.2,800.0,-1
0.6,7.2,900.0,-1
0.6,7.2,1000.0,-1
0.6,7.2,1100.0,-1
0.6,7.2,1200.0,-1
0.6,7.2,1500.0,-1
0.6,7.2,2000.0,-1
0.8,7.2,100.0,-1
0.8,7.2,300.0,-1
0.8,7.2,500.0,-1
0.8,7.2,600.0,-1
0.8,7.2,800.0,-1
0.8,7.2,900.0,-1
0.8,7.2,1000.0,-1
0.8,7.2,1100.0,-1
0.8,7.2,1200.0,-1
0.8,7.2,1500.0,-1
0.8,7.2,2000.0,-1
1.0,7.2,100.0,-1
1.0,7.2,300.0,-1
1.0,7.2,500.0,-1
1.0,7.2,600.0,-1
1.0,7.2,800.0,-1
1.0,7.2,900.0,-1
1.0,7.2,1000.0,-1
1.0,7.2,1100.0,-1
1.0,7.2,1200.0,-1
1.0,7.2,1500.0,-1
1.0,7.2,2000.0,-1
1.2,7.2,100.0,-1
1.2,7.2,300.0,-1
1.2,7.2,500.0,-1
1.2,7.2,600.0,-1
1.2,7.2,800.0,-1
1.2,7.2,900.0,-1
1.2,7.2,1000.0,-1
1.2,7.2,1100.0,-1
1.2,7.2,1200.0,-1
1.2,7.2,1500.0,-1
1.2,7.2,2000.0,-1
1.6,7.2,100.0,-1
1.6,7.2,300.0,-1
1.6,7.2,500.0,-1
1.6,7.2,600.0,-1
1.6,7.2,800.0,-1
1.6,7.2,900.0,-1
1.6,7.2,1000.0,-1
1.6,7.2,1100.0,-1
1.6,7.2,1200.0,-1
1.6,7.2,1500.0,-1
1.6,7.2,2000.0,-1
2.0,7.2,100.0,-1
2.0,7.2,300.0,-1
2.0,7.2,500.0,-1
2.0,7.2,600.0,-1
2.0,7.2,800.0,-1
2.0,7.2,900.0,-1
2.0,7.2,1000.0,-1
2.0,7.2,1100.0,-1
2.0,7.2,1200.0,-1
2.0,7.2,1500.0,-1
2.0,7.2,2000.0,-1
2.4,7.2,100.0,-1
2.4,7.2,300.0,-1
2.4,7.2,500.0,-1
2.4,7.2,600.0,-1
2.4,7.2,800.0,-1
2.4,7.2,900.0,-1
2.4,7.2,1000.0,-1
2.4,7.2,1100.0,-1
2.4,7.2,1200.0,-1
2.4,7.2,1500.0,-1
2.4,7.2,2000.0,-1
2.8,7.2,100.0,-1
2.8,7.2,300.0,-1
2.8,7.2,500.0,-1
2.8,7.2,600.0,-1
2.8,7.2,800.0,-1
2.8,7.2,900.0,-1
2.8,7.2,1000.0,-1
2.8,7.2,1100.0,-1
2.8,7.2,1200.0,-1
2.8,7.2,1500.0,-1
2.8,7.2,2000.0,-1
3.2,7.2,100.0,-1
3.2,7.2,300.0,-1
3.2,7.2,500.0,-1
3.2,7.2,600.0,-1
3.2,7.2,800.0,-1
3.2,7.2,900.0,-1
3.2,7.2,1000.0,-1
3.2,7.2,1100.0,-1
3.2,7.2,1200.0,-1
3.2,7.2,1500.0,-1
3.2,7.2,2000.0,-1
3.6,7.2,100.0,-1
3.6,7.2,300.0,-1
3.6,7.2,500.0,-1
3.6,7.2,600.0,-1
3.6,7.2,800.0,-1
3.6,7.2,900.0,-1
3.6,7.2,1000.0,-1
3.6,7.2,1100.0,-1
3.6,7.2,1200.0,-1
3.6,7.2,1500.0,-1
3.6,7.2,2000.0,-1
4.0,7.2,100.0,-1
4.0,7.2,300.0,-1
4.0,7.2,500.0,-1
4.0,7.2,600.0,-1
4.0,7.2,800.0,-1
4.0,7.2,900.0,-1
4.0,7.2,1000.0,-1
4.0,7.2,1100.0,-1
4.0,7.2,1200.0,-1
4.0,7.2,1500.0,-1
4.0,7.2,2000.0,-1
4.4,7.2,100.0,-1
4.4,7.2,300.0,-1
4.4,7.2,500.0,-1
4.4,7.2,600.0,-1
4.4,7.2,800.0,-1
4.4,7.2,900.0,-1
4.4,7.2,1000.0,-1
4.4,7.2,1100.0,-1
4.4,7.2,1200.0,-1
4.4,7.2,1500.0,-1
4.4,7.2,2000.0,-1
4.8,7.2,100.0,-1
4.8,7.2,300.0,-1
4.8,7.2,500.0,-1
4.8,7.2,600.0,-1
4.8,7.2,800.0,-1
4.8,7.2,900.0,-1
4.8,7.2,1000.0,-1
4.8,7.2,1100.0,-1
4.8,7.2,1200.0,-1
4.8,7.2,1500.0,-1
4.8,7.2,2000.0,-1
5.2,7.2,100.0,-1
5.2,7.2,300.0,-1
5.2,7.2,500.0,-1
5.2,7.2,600.0,-1
5.2,7.2,800.0,-1
5.2,7.2,900.0,-1
5.2,7.2,1000.0,-1
5.2,7.2,1100.0,-1
5.2,7.2,1200.0,-1
5.2,7.2,1500.0,-1
5.2,7.2,2000.0,-1
5.6,7.2,100.0,-1
5.6,7.2,300.0,-1
5.6,7.2,500.0,-1
5.6,7.2,600.0,-1
5.6,7.2,800.0,-1
5.6,7.2,900.0,-1
5.6,7.2,1000.0,-1
5.6,7.2,1100.0,-1
5.6,7.2,1200.0,-1
5.6,7.2,1500.0,-1
5.6,7.2,2000.0,-1
6.0,7.2,100.0,-1
6.0,7.2,300.0,-1
6.0,7.2,500.0,-1
6.0,7.2,600.0,-1
6.0,7.2,800.0,1
6.0,7.2,900.0,-1
6.0,7.2,1000.0,-1
6.0,7.2,1100.0,-1
6.0,7.2,1200.0,-1
6.0,7.2,1500.0,-1
6.0,7.2,2000.0,-1
6.4,7.2,100.0,-1
6.4,7.2,300.0,-1
6.4,7.2,500.0,-1
6.4,7.2,600.0,-1
6.4,7.2,800.0,-1
6.4,7.2,900.0,-1
6.4,7.2,1000.0,-1
6.4,7.2,1100.0,-1
6.4,7.2,1200.0,-1
6.4,7.2,1500.0,-1
6.4,7.2,2000.0,-1
6.8,7.2,100.0,-1
6.8,7.2,300.0,-1
6.8,7.2,500.0,-1
6.8,7.2,600.0,-1
6.8,7.2,800.0,-1
6.8,7.2,900.0,-1
6.8,7.2,1000.0,-1
6.8,7.2,1100.0,-1
6.8,7.2,1200.0,-1
6.8,7.2,1500.0,-1
6.8,7.2,2000.0,-1
7.2,7.2,100.0,-1
7.2,7.2,300.0,-1
7.2,7.2,500.0,-1
7.2,7.2,600.0,-1
7.2,7.2,800.0,-1
7.2,7.2,900.0,-1
7.2,7.2,1000.0,-1
7.2,7.2,1100.0,-1
7.2,7.2,1200.0,-1
7.2,7.2,1500.0,-1
7.2,7.2,2000.0,-1
7.6,7.2,100.0,-1
7.6,7.2,300.0,-1
7.6,7.2,500.0,-1
7.6,7.2,600.0,-1
7.6,7.2,800.0,-1
7.6,7.2,900.0,-1
7.6,7.2,1000.0,-1
7.6,7.2,1100.0,-1
7.6,7.2,1200.0,-1
7.6,7.2,1500.0,-1
7.6,7.2,2000.0,-1
0.0625,7.6,100.0,-1
0.0625,7.6,300.0,-1
0.0625,7.6,500.0,-1
0.0625,7.6,600.0,-1
0.0625,7.6,800.0,-1
0.0625,7.6,900.0,-1
0.0625,7.6,1000.0,-1
0.0625,7.6,1100.0,-1
0.0625,7.6,1200.0,-1
0.0625,7.6,1500.0,-1
0.0625,7.6,2000.0,-1
0.125,7.6,100.0,-1
0.125,7.6,300.0,-1
0.125,7.6,500.0,-1
0.125,7.6,600.0,-1
0.125,7.6,800.0,-1
0.125,7.6,900.0,-1
0.125,7.6,1000.0,-1
0.125,7.6,1100.0,-1
0.125,7.6,1200.0,-1
0.125,7.6,1500.0,-1
0.125,7.6,2000.0,-1
0.25,7.6,100.0,-1
0.25,7.6,300.0,-1
0.25,7.6,500.0,-1
0.25,7.6,600.0,-1
0.25,7.6,800.0,-1
0.25,7.6,900.0,-1
0.25,7.6,1000.0,-1
0.25,7.6,1100.0,-1
0.25,7.6,1200.0,-1
0.25,7.6,1500.0,-1
0.25,7.6,2000.0,-1
0.3,7.6,100.0,-1
0.3,7.6,300.0,-1
0.3,7.6,500.0,-1
0.3,7.6,600.0,-1
0.3,7.6,800.0,-1
0.3,7.6,900.0,-1
0.3,7.6,1000.0,-1
0.3,7.6,1100.0,-1
0.3,7.6,1200.0,-1
0.3,7.6,1500.0,-1
0.3,7.6,2000.0,-1
0.5,7.6,100.0,-1
0.5,7.6,300.0,-1
0.5,7.6,500.0,-1
0.5,7.6,600.0,-1
0.5,7.6,800.0,-1
0.5,7.6,900.0,-1
0.5,7.6,1000.0,-1
0.5,7.6,1100.0,-1
0.5,7.6,1200.0,-1
0.5,7.6,1500.0,-1
0.5,7.6,2000.0,-1
0.6,7.6,100.0,-1
0.6,7.6,300.0,-1
0.6,7.6,500.0,-1
0.6,7.6,600.0,-1
0.6,7.6,800.0,-1
0.6,7.6,900.0,-1
0.6,7.6,1000.0,-1
0.6,7.6,1100.0,-1
0.6,7.6,1200.0,-1
0.6,7.6,1500.0,-1
0.6,7.6,2000.0,-1
0.8,7.6,100.0,-1
0.8,7.6,300.0,-1
0.8,7.6,500.0,-1
0.8,7.6,600.0,-1
0.8,7.6,800.0,-1
0.8,7.6,900.0,-1
0.8,7.6,1000.0,-1
0.8,7.6,1100.0,-1
0.8,7.6,1200.0,-1
0.8,7.6,1500.0,-1
0.8,7.6,2000.0,-1
1.0,7.6,100.0,-1
1.0,7.6,300.0,-1
1.0,7.6,500.0,-1
1.0,7.6,600.0,-1
1.0,7.6,800.0,-1
1.0,7.6,900.0,-1
1.0,7.6,1000.0,-1
1.0,7.6,1100.0,-1
1.0,7.6,1200.0,-1
1.0,7.6,1500.0,-1
1.0,7.6,2000.0,-1
1.2,7.6,100.0,-1
1.2,7.6,300.0,-1
1.2,7.6,500.0,-1
1.2,7.6,600.0,-1
1.2,7.6,800.0,-1
1.2,7.6,900.0,-1
1.2,7.6,1000.0,-1
1.2,7.6,1100.0,-1
1.2,7.6,1200.0,-1
1.2,7.6,1500.0,-1
1.2,7.6,2000.0,-1
1.6,7.6,100.0,-1
1.6,7.6,300.0,-1
1.6,7.6,500.0,-1
1.6,7.6,600.0,-1
1.6,7.6,800.0,-1
1.6,7.6,900.0,-1
1.6,7.6,1000.0,-1
1.6,7.6,1100.0,1
1.6,7.6,1200.0,-1
1.6,7.6,1500.0,-1
1.6,7.6,2000.0,-1
2.0,7.6,100.0,-1
2.0,7.6,300.0,-1
2.0,7.6,500.0,-1
2.0,7.6,600.0,-1
2.0,7.6,800.0,-1
2.0,7.6,900.0,-1
2.0,7.6,1000.0,-1
2.0,7.6,1100.0,-1
2.0,7.6,1200.0,-1
2.0,7.6,1500.0,-1
2.0,7.6,2000.0,-1
2.4,7.6,100.0,-1
2.4,7.6,300.0,-1
2.4,7.6,500.0,-1
2.4,7.6,600.0,-1
2.4,7.6,800.0,-1
2.4,7.6,900.0,-1
2.4,7.6,1000.0,-1
2.4,7.6,1100.0,-1
2.4,7.6,1200.0,-1
2.4,7.6,1500.0,-1
2.4,7.6,2000.0,-1
2.8,7.6,100.0,-1
2.8,7.6,300.0,-1
2.8,7.6,500.0,-1
2.8,7.6,600.0,-1
2.8,7.6,800.0,1
2.8,7.6,900.0,-1
2.8,7.6,1000.0,-1
2.8,7.6,1100.0,-1
2.8,7.6,1200.0,-1
2.8,7.6,1500.0,-1
2.8,7.6,2000.0,-1
3.2,7.6,100.0,-1
3.2,7.6,300.0,-1
3.2,7.6,500.0,-1
3.2,7.6,600.0,-1
3.2,7.6,800.0,-1
3.2,7.6,900.0,-1
3.2,7.6,1000.0,-1
3.2,7.6,1100.0,-1
3.2,7.6,1200.0,-1
3.2,7.6,1500.0,-1
3.2,7.6,2000.0,-1
3.6,7.6,100.0,-1
3.6,7.6,300.0,-1
3.6,7.6,500.0,-1
3.6,7.6,600.0,-1
3.6,7.6,800.0,-1
3.6,7.6,900.0,-1
3.6,7.6,1000.0,-1
3.6,7.6,1100.0,-1
3.6,7.6,1200.0,-1
3.6,7.6,1500.0,-1
3.6,7.6,2000.0,-1
4.0,7.6,100.0,-1
4.0,7.6,300.0,-1
4.0,7.6,500.0,-1
4.0,7.6,600.0,-1
4.0,7.6,800.0,-1
4.0,7.6,900.0,-1
4.0,7.6,1000.0,-1
4.0,7.6,1100.0,-1
4.0,7.6,1200.0,-1
4.0,7.6,1500.0,-1
4.0,7.6,2000.0,-1
4.4,7.6,100.0,-1
4.4,7.6,300.0,-1
4.4,7.6,500.0,-1
4.4,7.6,600.0,-1
4.4,7.6,800.0,-1
4.4,7.6,900.0,-1
4.4,7.6,1000.0,1
4.4,7.6,1100.0,-1
4.4,7.6,1200.0,-1
4.4,7.6,1500.0,-1
4.4,7.6,2000.0,-1
4.8,7.6,100.0,-1
4.8,7.6,300.0,-1
4.8,7.6,500.0,-1
4.8,7.6,600.0,-1
4.8,7.6,800.0,-1
4.8,7.6,900.0,-1
4.8,7.6,1000.0,-1
4.8,7.6,1100.0,-1
4.8,7.6,1200.0,-1
4.8,7.6,1500.0,-1
4.8,7.6,2000.0,-1
5.2,7.6,100.0,-1
5.2,7.6,300.0,-1
5.2,7.6,500.0,-1
5.2,7.6,600.0,-1
5.2,7.6,800.0,-1
5.2,7.6,900.0,-1
5.2,7.6,1000.0,-1
5.2,7.6,1100.0,-1
5.2,7.6,1200.0,-1
5.2,7.6,1500.0,-1
5.2,7.6,2000.0,-1
5.6,7.6,100.0,-1
5.6,7.6,300.0,-1
5.6,7.6,500.0,-1
5.6,7.6,600.0,-1
5.6,7.6,800.0,-1
5.6,7.6,900.0,-1
5.6,7.6,1000.0,-1
5.6,7.6,1100.0,-1
5.6,7.6,1200.0,-1
5.6,7.6,1500.0,-1
5.6,7.6,2000.0,-1
6.0,7.6,100.0,-1
6.0,7.6,300.0,-1
6.0,7.6,500.0,-1
6.0,7.6,600.0,-1
6.0,7.6,800.0,-1
6.0,7.6,900.0,-1
6.0,7.6,1000.0,-1
6.0,7.6,1100.0,-1
6.0,7.6,1200.0,-1
6.0,7.6,1500.0,-1
6.0,7.6,2000.0,-1
6.4,7.6,100.0,-1
6.4,7.6,300.0,-1
6.4,7.6,500.0,-1
6.4,7.6,600.0,-1
6.4,7.6,800.0,-1
6.4,7.6,900.0,-1
6.4,7.6,1000.0,-1
6.4,7.6,1100.0,-1
6.4,7.6,1200.0,-1
6.4,7.6,1500.0,-1
6.4,7.6,2000.0,-1
6.8,7.6,100.0,-1
6.8,7.6,300.0,-1
6.8,7.6,500.0,-1
6.8,7.6,600.0,-1
6.8,7.6,800.0,-1
6.8,7.6,900.0,-1
6.8,7.6,1000.0,-1
6.8,7.6,1100.0,-1
6.8,7.6,1200.0,-1
6.8,7.6,1500.0,-1
6.8,7.6,2000.0,-1
7.2,7.6,100.0,-1
7.2,7.6,300.0,-1
7.2,7.6,500.0,-1
7.2,7.6,600.0,-1
7.2,7.6,800.0,-1
7.2,7.6,900.0,-1
7.2,7.6,1000.0,-1
7.2,7.6,1100.0,-1
7.2,7.6,1200.0,-1
7.2,7.6,1500.0,-1
7.2,7.6,2000.0,-1
7.6,7.6,100.0,-1
7.6,7.6,300.0,-1
7.6,7.6,500.0,-1
7.6,7.6,600.0,-1
7.6,7.6,800.0,-1
7.6,7.6,900.0,-1
7.6,7.6,1000.0,-1
7.6,7.6,1100.0,1
7.6,7.6,1200.0,-1
7.6,7.6,1500.0,-1
7.6,7.6,2000.0,-1
